Incident_ID,Source,Source_Record_ID,Event,Location,Time,Severity_Score,Severity_Level,Details
AUD-001,Audio,C001,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: one
AUD-338,Audio,C338,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: and my friend was drinking and she woke me up and she's sick and now she's not responding.
AUD-339,Audio,C339,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: and it's a fire at somebody else called the stadium. You're on the ground. The avenue is at their avenue.
AUD-340,Audio,C340,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We need format.
AUD-341,Audio,C341,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: And you said somebody just left. Someone had finally heard the little voice like of the
AUD-342,Audio,C342,Emergency Report,بھائی,N/A,4.0,Medium,Sentiment: Calm | Transcript: میری دریاد کارتے ہو دریہ میری ریور کی کار کار میری ریورتے ہو دریگا بھائی آجا
AUD-343,Audio,C343,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Somebody got shot at? Somebody got shot at? Yeah.
AUD-344,Audio,C344,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Okay, what's the address?"
AUD-345,Audio,C345,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: emergency. Yeah, this is it from I had a little girl that fell on the ball and"
AUD-346,Audio,C346,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: The bedroom is on fire. I have to go fast. Okay, we're on the way."
AUD-347,Audio,C347,Emergency Report,Cambridge,N/A,4.0,Medium,"Sentiment: Calm | Transcript: How you doing? I'd like to report like to a double murder in Cambridge, on it. Okay, do you know the answer? I know. You are."
AUD-348,Audio,C348,Emergency Report,Airborne Road,N/A,4.0,Medium,"Sentiment: Calm | Transcript: 165 Airborne Road, I've been shot on 1675 Airport Road."
AUD-349,Audio,C349,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Отвар cubed, weeks integrateeras."
AUD-350,Audio,C350,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I need some help. What's going on?
AUD-351,Audio,C351,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: Conjects if there's a fire. Give the fire at what address man?
AUD-352,Audio,C352,Emergency Report,Sayat,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hi, something just exploded at the end of Sayat. Okay, is there any..."
AUD-353,Audio,C353,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I think someone is trying to break into my home. Just stop at 56.
AUD-354,Audio,C354,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: on a date to meet my help
AUD-355,Audio,C355,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'll say what's going on, he said I want to help Brown. He's on Brown, she's in the floor now. Okay, may I..."
AUD-356,Audio,C356,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just shot my mother in my... You shot your mother?
AUD-357,Audio,C357,Emergency Report,Third Avenue,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just witnessed a shooting on third Avenue in Nickers. Third in Nickers and how many minutes.
AUD-358,Audio,C358,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm not so lucky to hear it now. We just got stuck by lightning. And my boyfriend is gonna do it.
AUD-359,Audio,C359,Emergency Report,Venice,N/A,4.0,Medium,Sentiment: Calm | Transcript: We have an aircraft declaring an emergency is going to land on the beach at Venice. Close to the airport. I'm not sure it got...
AUD-360,Audio,C360,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: No, I think someone's in. David, you hear the front door? I'm hearing no lights, the door's."
AUD-361,Audio,C361,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: we heard looked in the garage door was up and i thought the gentleman was backing up and went back
AUD-362,Audio,C362,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We've been beating. It's the family daughter. I'm bleeding.
AUD-363,Audio,C363,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: I have a gun range officer that got shot in the head. We're at a... Samture's point.
AUD-364,Audio,C364,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I need 10 minutes right now for you. Okay, let's be a drag."
AUD-365,Audio,C365,Traffic Accident,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We go up to this lady she laying in the road. I think she would get by a car. Okay. I got ahead injury. Oh
AUD-366,Audio,C366,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: I'm going to ruin the way I'm at. But my line looks like this guy robbed and he got shot. Okay, fun."
AUD-367,Audio,C367,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: She cut me who cut you there's no no hold on
AUD-368,Audio,C368,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Please have me try to get my house. What are they doing? They tied my fund door and my schedule are now.
AUD-369,Audio,C369,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: There's been a shooting, I just shot a man attack. We'll make a stop. OK, sir. If he enters."
AUD-370,Audio,C370,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I love me, I just love you more. Are you at a house? For a house?"
AUD-371,Audio,C371,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, man, I just shot my doider and shot all my grandkids."
AUD-372,Audio,C372,Emergency Report,North Sound,N/A,4.0,Medium,Sentiment: Calm | Transcript: Because I'm not my way to work on North Sound on Redwood Road.
AUD-373,Audio,C373,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: ¡Ahhh! ¡Esto es eso! ¡Ay, un buen! ¡Cuál es la emergencia!"
AUD-374,Audio,C374,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I got arrived from 21 to what's he's so cold? My 35 travels.
AUD-375,Audio,C375,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: And there was a guy and there was a pistol and I was falling fake, but he's like pointed at everybody."
AUD-376,Audio,C376,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'll shut my husband and shut me, so we'll shut to me. Okay, hold on for me. Okay."
AUD-377,Audio,C377,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm sorry, there's a situation here. We have residents that I think they stole a car."
AUD-378,Audio,C378,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm in a glory in a race where it's where I go away.
AUD-379,Audio,C379,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I think it's murder. What makes you think that? Because...
AUD-380,Audio,C380,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Um, I don't know if my husband had eyes rolling back. He's just not breathing."
AUD-381,Audio,C381,Traffic Accident,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm out here right now and I lost my keys in my car. Is there any way that someone can come out here?
AUD-382,Audio,C382,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: It's not an emergency. The only way I know how to get in touch with this woman is
AUD-383,Audio,C383,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: What's going on there? Let's see what's going on there.
AUD-384,Audio,C384,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Now, one, one, where's your emergency?"
AUD-385,Audio,C385,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Same. I hear you, br-"
AUD-386,Audio,C386,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: I'm sorry, but the fireworks bill on. I'm sorry, you cannot call 911 for that."
AUD-387,Audio,C387,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just received a call a few minutes ago from one of our VPs who states that he's up.
AUD-388,Audio,C388,Emergency Report,31St Avenue,N/A,4.0,Medium,Sentiment: Calm | Transcript: If the Digman hit the park at 31st Avenue in Valmont.
AUD-389,Audio,C389,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Yes! No! No. Damn! Damn!
AUD-390,Audio,C390,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: There has been four gunshots. Close to the second. And it is in the middle.
AUD-391,Audio,C391,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I cut my wife so sweet in the bathtub and I think she's dead. I want you with the anger.
AUD-392,Audio,C392,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: We just found the body of a baby, my grandson."
AUD-393,Audio,C393,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I would have brought behind him and his brother along with me and I called down there because I was feeling this.
AUD-394,Audio,C394,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: This is our scouting utility emergency dispatch. We found a human skull. Oh my gosh.
AUD-395,Audio,C395,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I need a police to come to my
AUD-396,Audio,C396,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, no, I want to report a drug overdose."
AUD-397,Audio,C397,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hello? Hello, my dad and my uncle just got shot. Okay. Oh my god, I don't like that. Two people shot at this time."
AUD-398,Audio,C398,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: on the side of the guide. And you can tell my little foot in there now. OK. Can you tell us?
AUD-399,Audio,C399,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: My brother, he was playing like with his gun."
AUD-400,Audio,C400,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: My brother is counting. Where are you at? I'm at the...
AUD-401,Audio,C401,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My guy, my girlfriend is yesterday. Calm down, sir. Is she still breathing?"
AUD-402,Audio,C402,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: We have a gunshot wound accidental in the household. Okay, how old?"
AUD-403,Audio,C403,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Somebody just, somebody just take him in my house. What did he hit her in the head with? I have not. I don't want-"
AUD-404,Audio,C404,Emergency Report,Rockville Road,N/A,4.0,Medium,Sentiment: Calm | Transcript: There's a cleaning out of Rockville Road at 9.6.9.
AUD-405,Audio,C405,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I don't know what this kid has done, and she's like going into a theater or something. And I don't know. Now just keep on..."
AUD-406,Audio,C406,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: I got my gun out. There's somebody trying to get in my house. Okay, alright, let's go."
AUD-407,Audio,C407,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: emergency. 5-001, there's man, we'll be done. 5-001."
AUD-408,Audio,C408,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I can't hear you scream and I can't...
AUD-409,Audio,C409,Crime/Assault,Boulder Creek,N/A,8.5,High,"Sentiment: Distressed | Transcript: We're having a baby or in Boulder Creek. We need to get the shutter. Okay, what's the problem? Some exact what happened."
AUD-410,Audio,C410,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: Where's your emergency? I'll get a fire. Super-agore is following twig. Hold on just a second. Slow down. What's the address?
AUD-411,Audio,C411,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I just came home, the door was busted in and my girlfriend's been shot."
AUD-412,Audio,C412,Traffic Accident,The Hudson River,N/A,4.0,Medium,"Sentiment: Calm | Transcript: It just crashed into the Hudson River, a US Air."
AUD-413,Audio,C413,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: he just
AUD-414,Audio,C414,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I've got a burglar. A burglar. Yes, ma'am. In the burglar."
AUD-415,Audio,C415,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: The baby's not playing me on this. It's a damn baby highlands avenue. 12 baby highlands highlands.
AUD-416,Audio,C416,Emergency Report,The Great Salt Lake,N/A,4.0,Medium,Sentiment: Calm | Transcript: Can I help you? Certainly. A couple of people who have picked over in the Great Salt Lake have got them on the line.
AUD-417,Audio,C417,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: No, I'm lonely. I'm lonely. Just broken into a house where I'm lonely. Please help us. That's what my life is in half now."
AUD-418,Audio,C418,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: My mouth is in the bathroom and in the tea cup.
AUD-419,Audio,C419,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm coming here to buy something. I've listened to this. When I get there, I'm in the window."
AUD-420,Audio,C420,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yeah, I was trying to find out if I knew to bring like any chick stoops or a"
AUD-421,Audio,C421,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I see some activity going on in the car and I don't think it's proper. Okay, what kind of activity is it, sir? It looks like..."
AUD-422,Audio,C422,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: This is emergency 911 emergency. 340 soil.
AUD-423,Audio,C423,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: You said we dropped your store apart. Someone what? We just dropped your store apart.
AUD-424,Audio,C424,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: floor. You'll be on the floor. She'll be on the floor. Okay. I'm going to tell you how to help deliver the baby. Okay.
AUD-425,Audio,C425,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: What's the problem? What's the problem there?
AUD-426,Audio,C426,Traffic Accident,Lincoln,N/A,4.0,Medium,Sentiment: Calm | Transcript: It does crash. What? A plane crashed on 17th and Lincoln in houses.
AUD-427,Audio,C427,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: like gunshots being fired. Okay. I don't know where they're coming from. It was two days.
AUD-428,Audio,C428,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My girlfriend, she has a sex boyfriend and she's been talking to hell out of her. Okay, just talking out there."
AUD-429,Audio,C429,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We just got a cry that somebody had shot somebody in a health diagnosis.
AUD-430,Audio,C430,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: We've missed all the kidnaps in the night. Thank you, thank you. Who is kidnapped?"
AUD-431,Audio,C431,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: of gentlemen in the center room, and the instrument, you change the room. A bank of pot fell out of this room."
AUD-432,Audio,C432,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: If I have been to the same thing, I will be open to the 14th, 2000, definitely a gas at a time zero."
AUD-433,Audio,C433,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: The man lying on the highway. He's lying down at the edge of the earth, but on his arm."
AUD-434,Audio,C434,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I want to talk, I want to talk, into my mouth, into my heart, my heart, my heart."
AUD-435,Audio,C435,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I am. My uncle's job is to put a knee snack in his girlfriend's back and I am picked here. What? I am picked.
AUD-436,Audio,C436,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I ordered a Pinchy Chicken Leget with a small bite as...
AUD-437,Audio,C437,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Somebody just, somebody just, and I'm gonna send a call to the police. I'm gonna be there's all on each day. Somebody just,"
AUD-438,Audio,C438,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Help me. Okay, what's up, honey? My son isn't at least. I'm doing crazy."
AUD-439,Audio,C439,Emergency Report,Dep Aer Спасибо Give,N/A,4.0,Medium,Sentiment: Calm | Transcript: but he- Dep aer Спасибо Give me some Well Good Good Neat Good Good
AUD-440,Audio,C440,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Brian Chessens at 7-1-Bot-Glorm Circle and he is wrestling us to get in my house.
AUD-441,Audio,C441,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yeah, I think it's least like that on my head. Yeah, man. We just got we just call it to boys breaking in our call"
AUD-442,Audio,C442,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Somebody walk into our house last night. I don't know.
AUD-443,Audio,C443,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: My ass bloopers is staring at the hell out of me It's stopping in my head and my neck and my...
AUD-444,Audio,C444,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: My partner's on fire, he can't. Err! Okay, stay on the line with me, don't hang out. No, please!"
AUD-445,Audio,C445,Emergency Report,Martin,N/A,4.0,Medium,Sentiment: Calm | Transcript: I don't want Marge and Martin to stay. Help! It's a guy's coming! I can take him and go!
AUD-446,Audio,C446,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I think he had a parachute on him, a guy parachute."
AUD-447,Audio,C447,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: What's the problem there? There's a fire on pregnant. There's a fire at home? Yes, please come. OK, get outside."
AUD-448,Audio,C448,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Why would the pan cut me? I need assistance right away. What happened? My wife has now
AUD-449,Audio,C449,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I have a concern for a co-worker. She just called me and sounded very...
AUD-450,Audio,C450,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: A white female passenger pass out on one of our vehicles, which is 21-22."
AUD-451,Audio,C451,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hello, um, he's going down to the black way with my baby. Okay, where are you?"
AUD-452,Audio,C452,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm going to turn this to the 258 from here. I'm going to turn the 258 from here.
AUD-453,Audio,C453,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I don't know. There's a lady laying out here on the side wall. Okay, bleeding. Okay. Are you with the lady?"
AUD-454,Audio,C454,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: Hi, my name is Jean Thomas. I'm watching my home on live monitor and there's a black man in my house and he's robbing it."
AUD-455,Audio,C455,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm going to start giving him out the lobby for any black. Miss, yes, General, I know it's where you with him now."
AUD-456,Audio,C456,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: There is a strange man outside our home and he hollered.
AUD-457,Audio,C457,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm going to lose my side. I'm going to lose my side. I'm going to lose my side.
AUD-458,Audio,C458,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: My wife says in the bathroom she is bleeding all over the place. She thinks she's having a...
AUD-459,Audio,C459,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: and since May 8th, we've just got robbed. Okay, what they look like."
AUD-460,Audio,C460,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We've got a person here who is not fit to drive and needs to be taken to that system.
AUD-461,Audio,C461,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: because I'm the lady, I'm my teenage lady, she was yelling for help, and they looked like she had a blood all over her."
AUD-462,Audio,C462,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: There's somebody killed someone. Okay, ask for where the suspect is."
AUD-463,Audio,C463,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: They're all minor one- who are asses! They're on his right where C-
AUD-464,Audio,C464,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Get them out of here for mega attention.
AUD-465,Audio,C465,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I need an ambulance for two hours. Somebody just come and collect you up. What a drug.
AUD-466,Audio,C466,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: units know that it is confirmed rotation on the ground. Just want to roll our house off for five. Bring clean.
AUD-467,Audio,C467,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: way into the north I've seen a funnel cloud just reporting my first driving
AUD-468,Audio,C468,Traffic Accident,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We just got in the tornado and the car slipped and the windows mercy and we're bleeding.
AUD-469,Audio,C469,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I told you this came across there say 24 okay. Yeah
AUD-470,Audio,C470,Emergency Report,Regis,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yeah, I have a rotating cloud coming in a southwest of Regis, hey far cut me."
AUD-471,Audio,C471,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, it looks like we're gonna touch down on broad moral. Are you hard car? No, I'm looking at"
AUD-472,Audio,C472,Emergency Report,Hillcrest,N/A,4.0,Medium,"Sentiment: Calm | Transcript: No, ma'am, we can see a tornado. We're at 914, Hillcrest. We have about five of us all."
AUD-473,Audio,C473,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My mom, she's sick and she can't wait to see you. She can't wait, God."
AUD-474,Audio,C474,Traffic Accident,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm so glad we need the wheels to the car. She ran over three people in a row. Where? I'm so glad we're here again.
AUD-475,Audio,C475,Crime/Assault,Lincoln,N/A,8.5,High,Sentiment: Distressed | Transcript: Where is the guy with the gun in the case he's with Ames? Which case is the Lincoln Y1?
AUD-476,Audio,C476,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm just kidding the sounds of it. You can hear it in. Who is that? That's the course to be in that style.
AUD-477,Audio,C477,Emergency Report,N/A,N/A,2.0,Low,Sentiment: Calm | Transcript: [Background noise / Dispatched tone / No clear speech]
AUD-478,Audio,C478,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My phone is on my phone. Okay, 615. It's okay."
AUD-479,Audio,C479,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: and then warrant. There's a fire back here at someone's front porch. Okay, where you need the fire department, ma'am?"
AUD-480,Audio,C480,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We just saw a big airliner just being coated by two five planes.
AUD-481,Audio,C481,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes sir, where will a revich? Okay. Thank you."
AUD-482,Audio,C482,Emergency Report,F18,N/A,4.0,Medium,Sentiment: Calm | Transcript: emergency. Oh that's the F18 chasing a big commercial plane around and around all those downtown
AUD-483,Audio,C483,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yeah, I had two unusual aircraft fly really close."
AUD-484,Audio,C484,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: I'm the designer of the house and I'm really just a robber. What are your address? My name is...
AUD-485,Audio,C485,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: by the river the dog jumped in the water and we can't get out. Oh my god!
AUD-486,Audio,C486,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Just let me just walk up and then we'll settle down and drop. Okay, sir, stay with me, okay?"
AUD-487,Audio,C487,Emergency Report,The Sheraton Baltimore North,N/A,4.0,Medium,"Sentiment: Calm | Transcript: If not, I'm calling from the Sheraton Baltimore North. Yes sir. We have a dead body in one of our rooms."
AUD-488,Audio,C488,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: because they just jumped my 13 year old daughter and it's about to be all hell for a glimmer on.
AUD-489,Audio,C489,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We got off for damn. What do you mean you have an off? We don't have a whole bunch of officers down.
AUD-490,Audio,C490,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Пálки-关<|si|> иOP к
AUD-491,Audio,C491,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: You know, Lyleview's shut down. You heard what? I seen a Lyleview's quiet down."
AUD-492,Audio,C492,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: It's too late. And the high winds have the...
AUD-493,Audio,C493,Emergency Report,The John Fee,N/A,4.0,Medium,"Sentiment: Calm | Transcript: We had a dead body right out in front of our school in the grass area, but we're at the John Fee door to be John's in location."
AUD-494,Audio,C494,Emergency Report,N/A,N/A,2.0,Low,Sentiment: Calm | Transcript: [Background noise / Dispatched tone / No clear speech]
AUD-495,Audio,C495,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: If the address is 1160 Ray Road, we have a baby missing out of a crib."
AUD-496,Audio,C496,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just called over to my sister's house and I have a phone.
AUD-497,Audio,C497,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: The phone man following me from the application. Damn. Did he show the gun to you?
AUD-498,Audio,C498,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Somebody just came in and shot my daughter and my husband. They shot them? They shot them? What's your act?
AUD-499,Audio,C499,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm watching TV and I heard five shots and there's someone laying in my front yard. A woman's sitter.
AUD-500,Audio,C500,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just killed my family. What's the knife? All of them. All for real. What's your name? Michael Miller.
AUD-501,Audio,C501,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My mom, she's crying, let me go and you'll see. Where are you? Not in the father's den."
AUD-502,Audio,C502,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: I'm not going to be a police fire ambulance. I need to be a police comm. I'm a brother strong and he took out a knife. Police.
AUD-503,Audio,C503,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm pulled over in the road. My husband's in the middle of the road having a serious like psych...
AUD-504,Audio,C504,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Well, my husband's not, I cannot seem to wake him up."
AUD-505,Audio,C505,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Now listen here. I've got two people here help hospital, right? Okay. Now you know what?"
AUD-506,Audio,C506,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: see. Bargur was breaking into a house next door. What's the address there sir? 74.
AUD-507,Audio,C507,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Our state, we have a Burmese python, it's about 12 foot long, she got out of the cage last night and got into..."
AUD-508,Audio,C508,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: We were just said and talking my wife, you know Bob, and then she fell on the floor. Okay, what?"
