Incident_ID,Call_ID,Transcript,Extracted_Event,Location,Sentiment,Urgency_Score
AUD-452,C452,I'm going to turn this to the 258 from here. I'm going to turn the 258 from here.,Emergency Report,Unknown Location,Calm,0.4
AUD-453,C453,"I don't know. There's a lady laying out here on the side wall. Okay, bleeding. Okay. Are you with the lady?",Emergency Report,Unknown Location,Calm,0.4
AUD-454,C454,"Hi, my name is Jean Thomas. I'm watching my home on live monitor and there's a black man in my house and he's robbing it.",Crime/Assault,Unknown Location,Distressed,0.85
AUD-455,C455,"I'm going to start giving him out the lobby for any black. Miss, yes, General, I know it's where you with him now.",Emergency Report,Unknown Location,Calm,0.4
AUD-456,C456,There is a strange man outside our home and he hollered.,Emergency Report,Unknown Location,Calm,0.4
AUD-457,C457,I'm going to lose my side. I'm going to lose my side. I'm going to lose my side.,Emergency Report,Unknown Location,Calm,0.4
AUD-458,C458,My wife says in the bathroom she is bleeding all over the place. She thinks she's having a...,Emergency Report,Unknown Location,Calm,0.4
AUD-459,C459,"and since May 8th, we've just got robbed. Okay, what they look like.",Crime/Assault,Unknown Location,Distressed,0.85
AUD-460,C460,We've got a person here who is not fit to drive and needs to be taken to that system.,Emergency Report,Unknown Location,Calm,0.4
AUD-461,C461,"because I'm the lady, I'm my teenage lady, she was yelling for help, and they looked like she had a blood all over her.",Emergency Report,Unknown Location,Calm,0.4
AUD-462,C462,"There's somebody killed someone. Okay, ask for where the suspect is.",Emergency Report,Unknown Location,Calm,0.4
AUD-463,C463,They're all minor one- who are asses! They're on his right where C-,Emergency Report,Unknown Location,Calm,0.4
AUD-464,C464,Get them out of here for mega attention.,Emergency Report,Unknown Location,Calm,0.4
AUD-465,C465,I need an ambulance for two hours. Somebody just come and collect you up. What a drug.,Emergency Report,Unknown Location,Calm,0.4
AUD-466,C466,units know that it is confirmed rotation on the ground. Just want to roll our house off for five. Bring clean.,Emergency Report,Unknown Location,Calm,0.4
AUD-467,C467,way into the north I've seen a funnel cloud just reporting my first driving,Emergency Report,Unknown Location,Calm,0.4
AUD-468,C468,We just got in the tornado and the car slipped and the windows mercy and we're bleeding.,Traffic Accident,Unknown Location,Calm,0.4
AUD-469,C469,I told you this came across there say 24 okay. Yeah,Emergency Report,Unknown Location,Calm,0.4
AUD-470,C470,"Yeah, I have a rotating cloud coming in a southwest of Regis, hey far cut me.",Emergency Report,Regis,Calm,0.4
AUD-471,C471,"Yes, it looks like we're gonna touch down on broad moral. Are you hard car? No, I'm looking at",Traffic Accident,Unknown Location,Calm,0.4
AUD-472,C472,"No, ma'am, we can see a tornado. We're at 914, Hillcrest. We have about five of us all.",Emergency Report,Hillcrest,Calm,0.4
AUD-473,C473,"My mom, she's sick and she can't wait to see you. She can't wait, God.",Emergency Report,Unknown Location,Calm,0.4
AUD-474,C474,I'm so glad we need the wheels to the car. She ran over three people in a row. Where? I'm so glad we're here again.,Traffic Accident,Unknown Location,Calm,0.4
AUD-475,C475,Where is the guy with the gun in the case he's with Ames? Which case is the Lincoln Y1?,Crime/Assault,Lincoln,Distressed,0.85
AUD-476,C476,I'm just kidding the sounds of it. You can hear it in. Who is that? That's the course to be in that style.,Emergency Report,Unknown Location,Calm,0.4
AUD-477,C477,[Background noise / Dispatched tone / No clear speech],Emergency Report,Unknown Location,Calm,0.2
AUD-478,C478,"My phone is on my phone. Okay, 615. It's okay.",Emergency Report,Unknown Location,Calm,0.4
AUD-479,C479,"and then warrant. There's a fire back here at someone's front porch. Okay, where you need the fire department, ma'am?",Fire/Structure Incident,Unknown Location,Distressed,0.85
AUD-480,C480,We just saw a big airliner just being coated by two five planes.,Emergency Report,Unknown Location,Calm,0.4
AUD-481,C481,"Yes sir, where will a revich? Okay. Thank you.",Emergency Report,Unknown Location,Calm,0.4
AUD-482,C482,emergency. Oh that's the F18 chasing a big commercial plane around and around all those downtown,Emergency Report,F18,Calm,0.4
AUD-483,C483,"Yeah, I had two unusual aircraft fly really close.",Emergency Report,Unknown Location,Calm,0.4
AUD-484,C484,I'm the designer of the house and I'm really just a robber. What are your address? My name is...,Crime/Assault,Unknown Location,Distressed,0.85
AUD-485,C485,by the river the dog jumped in the water and we can't get out. Oh my god!,Emergency Report,Unknown Location,Calm,0.4
AUD-486,C486,"Just let me just walk up and then we'll settle down and drop. Okay, sir, stay with me, okay?",Emergency Report,Unknown Location,Calm,0.4
AUD-487,C487,"If not, I'm calling from the Sheraton Baltimore North. Yes sir. We have a dead body in one of our rooms.",Emergency Report,The Sheraton Baltimore North,Calm,0.4
AUD-488,C488,because they just jumped my 13 year old daughter and it's about to be all hell for a glimmer on.,Emergency Report,Unknown Location,Calm,0.4
AUD-489,C489,We got off for damn. What do you mean you have an off? We don't have a whole bunch of officers down.,Emergency Report,Unknown Location,Calm,0.4
AUD-490,C490,Пálки-关<|si|> иOP к,Emergency Report,Unknown Location,Calm,0.4
AUD-491,C491,"You know, Lyleview's shut down. You heard what? I seen a Lyleview's quiet down.",Emergency Report,Unknown Location,Calm,0.4
AUD-492,C492,It's too late. And the high winds have the...,Emergency Report,Unknown Location,Calm,0.4
AUD-493,C493,"We had a dead body right out in front of our school in the grass area, but we're at the John Fee door to be John's in location.",Emergency Report,The John Fee,Calm,0.4
AUD-494,C494,[Background noise / Dispatched tone / No clear speech],Emergency Report,Unknown Location,Calm,0.2
AUD-495,C495,"If the address is 1160 Ray Road, we have a baby missing out of a crib.",Emergency Report,Unknown Location,Calm,0.4
AUD-496,C496,I just called over to my sister's house and I have a phone.,Emergency Report,Unknown Location,Calm,0.4
AUD-497,C497,The phone man following me from the application. Damn. Did he show the gun to you?,Crime/Assault,Unknown Location,Distressed,0.85
AUD-498,C498,Somebody just came in and shot my daughter and my husband. They shot them? They shot them? What's your act?,Emergency Report,Unknown Location,Calm,0.4
AUD-499,C499,I'm watching TV and I heard five shots and there's someone laying in my front yard. A woman's sitter.,Emergency Report,Unknown Location,Calm,0.4
AUD-500,C500,I just killed my family. What's the knife? All of them. All for real. What's your name? Michael Miller.,Emergency Report,Unknown Location,Calm,0.4
AUD-501,C501,"My mom, she's crying, let me go and you'll see. Where are you? Not in the father's den.",Emergency Report,Unknown Location,Calm,0.4
AUD-502,C502,I'm not going to be a police fire ambulance. I need to be a police comm. I'm a brother strong and he took out a knife. Police.,Fire/Structure Incident,Unknown Location,Distressed,0.85
AUD-503,C503,I'm pulled over in the road. My husband's in the middle of the road having a serious like psych...,Emergency Report,Unknown Location,Calm,0.4
AUD-504,C504,"Well, my husband's not, I cannot seem to wake him up.",Emergency Report,Unknown Location,Calm,0.4
AUD-505,C505,"Now listen here. I've got two people here help hospital, right? Okay. Now you know what?",Emergency Report,Unknown Location,Calm,0.4
AUD-506,C506,see. Bargur was breaking into a house next door. What's the address there sir? 74.,Emergency Report,Unknown Location,Calm,0.4
AUD-507,C507,"Our state, we have a Burmese python, it's about 12 foot long, she got out of the cage last night and got into...",Emergency Report,Unknown Location,Calm,0.4
AUD-508,C508,"We were just said and talking my wife, you know Bob, and then she fell on the floor. Okay, what?",Emergency Report,Unknown Location,Calm,0.4
AUD-509,C509,"I don't want to go. Hey, just before I made a street up here by Wild Rock chasing us. Where are you at?",Emergency Report,Wild Rock,Calm,0.4
AUD-510,C510,It's a must've been shot. I haven't picked the vitals.,Emergency Report,Unknown Location,Calm,0.4
AUD-511,C511,There's a guy there with a gun. Yeah. Black and white. Black and white.,Crime/Assault,Unknown Location,Distressed,0.85
AUD-512,C512,"I just want to add that, there are some guys walking around and I'm talking about, looking at some girls that are gone. I think it's worth it. Tell me the address please.",Emergency Report,Unknown Location,Calm,0.4
AUD-513,C513,"Yeah, the man on the phone says there's a man on his property with a gun. Okay, and that's where the person is supposed to be too.",Crime/Assault,Unknown Location,Distressed,0.85
AUD-514,C514,I just been bitten by a red tail fox up in Red Reef Park.,Emergency Report,Red Reef Park,Calm,0.4
AUD-515,C515,"Yes. We had a, I think, a shooting right now on the bus barn on the high school.",Emergency Report,Unknown Location,Calm,0.4
AUD-516,C516,"out, not working. Not working. My babies are in there. Oh my God, I'm moved here.",Emergency Report,Unknown Location,Calm,0.4
AUD-517,C517,Somebody just came in and shot my daughter and my husband. They shot them. Please send me a check. I love my girl.,Emergency Report,Unknown Location,Calm,0.4
AUD-518,C518,is not breathing. Okay. Is there any way you can,Emergency Report,Unknown Location,Calm,0.4
AUD-519,C519,What do I think? I think I need an ambulance. I've got a teenager who's turning purple in his face. I think he's soaked out or something.,Emergency Report,Unknown Location,Calm,0.4
AUD-520,C520,"Yeah, there's been a bunch of guns out to my house. I think a bunch of people were shot. We're at 2112 views.",Crime/Assault,Unknown Location,Distressed,0.85
AUD-521,C521,"estoy hablando aquí el chico de la mongos si, que pasa están unos hombres",Emergency Report,Unknown Location,Calm,0.4
AUD-522,C522,"Hi, what's your new phone? And a little girl just went into the bathroom and she said, come on, come to the bathroom.",Emergency Report,Unknown Location,Calm,0.4
AUD-523,C523,And it's like I just tried to get out of this car. I got out of this car and he tried to get in my truck.,Traffic Accident,Unknown Location,Calm,0.4
AUD-524,C524,"Somebody has been shot. They're calling to please and an ambulance. Yes, does he want the horseshoe? Yes, what?",Emergency Report,Unknown Location,Calm,0.4
AUD-525,C525,I'm just having older women standing here and she had noticed two gentlemen trying to get in a house.,Emergency Report,Unknown Location,Calm,0.4
AUD-526,C526,So that's it. I got the stationary part of the car!! So I got my support done. You learn to keep mine safe. Almost all tutors are safe.,Traffic Accident,Unknown Location,Calm,0.4
AUD-527,C527,I have been in the news recently about being on in a hotel naked.,Emergency Report,Unknown Location,Calm,0.4
AUD-528,C528,There's an armed robbery going right on right now. I've been shot in the back and I'm bleeding. You've been shot in the back? Yes. OK.,Crime/Assault,Unknown Location,Distressed,0.85
AUD-529,C529,"And yes, my friends have to have me. He doesn't have to. He'll have to.",Emergency Report,Unknown Location,Calm,0.4
AUD-530,C530,new,Emergency Report,Unknown Location,Calm,0.4
AUD-531,C531,"emergency, my girlfriend just jumped off the back of our hotel room.",Emergency Report,Unknown Location,Calm,0.4
AUD-532,C532,"Yes, other guys been shot. Okay, right here on Burdenon Avenue. I want to see if the M1",Emergency Report,Burdenon Avenue,Calm,0.4
AUD-533,C533,"No, there's people trying to break in my house. Okay, they're there right now. They're here right now. They just spoke a basement window.",Emergency Report,Unknown Location,Calm,0.4
AUD-534,C534,"Alright, I killed my girlfriend. Excuse me? Did you hear me? I want you to re-",Emergency Report,Unknown Location,Calm,0.4
AUD-535,C535,three black men in the middle of Russell Boulevard and one of them has like a,Emergency Report,Unknown Location,Calm,0.4
AUD-536,C536,"it was a bus. Let me see. Okay, I'm right. Yeah. It's wrapped by one...",Emergency Report,Unknown Location,Calm,0.4
AUD-537,C537,"And with the already got somebody on the way, can you give me any kind of description? It's too black guys.",Emergency Report,Unknown Location,Calm,0.4
AUD-538,C538,There are three black gentlemen that are there harassing the women out there.,Emergency Report,Unknown Location,Calm,0.4
AUD-539,C539,"I was at a McDonald's, I paid $10 and these guys gave me one burger and a five.",Emergency Report,Mcdonald'S,Calm,0.4
AUD-540,C540,I gave you guys $10 they gave me one burger and a fry and told me to fuck.,Emergency Report,Unknown Location,Calm,0.4
AUD-541,C541,I've been run over. I've been run over. They all use real chat for...,Emergency Report,Unknown Location,Calm,0.4
AUD-542,C542,"Yes, my husband is a black man, I stabbed him. Okay, what's your address? 94 95 Stabber.",Emergency Report,Unknown Location,Calm,0.4
AUD-543,C543,I'm driving and I have somebody chasing me and they just hit my car.,Traffic Accident,Unknown Location,Calm,0.4
AUD-544,C544,"I'm gonna go to my son, he's here. He's here. I think he's drunk. I don't know if he has to go to my police.",Emergency Report,Unknown Location,Calm,0.4
AUD-545,C545,"Well, I'm the arm drum now, I'm just trying to figure out the thing when you hit.",Emergency Report,Unknown Location,Calm,0.4
AUD-546,C546,Why do I think we have to make this shit worth a matter? I'm at the court.,Emergency Report,Unknown Location,Calm,0.4
AUD-547,C547,I have a concern for a co-worker. She just called me and sounded very...,Emergency Report,Unknown Location,Calm,0.4
AUD-548,C548,"I just think, he's called family, he's dead. He's trying to hysterical, I can't understand. I'm having a ton of over this.",Emergency Report,Unknown Location,Calm,0.4
AUD-549,C549,"That being fired in so many things, how? So I'm finshada. Yeah, you can slide there over.",Fire/Structure Incident,Unknown Location,Distressed,0.85
AUD-550,C550,Someone is getting my house. It was an issue.,Emergency Report,Unknown Location,Calm,0.4
AUD-551,C551,I just saw a guy go into a room.,Emergency Report,Unknown Location,Calm,0.4
AUD-552,C552,"You need? It's time to set up. I'm sorry? I can show it to spec. Wow, want food?",Emergency Report,Unknown Location,Calm,0.4
AUD-553,C553,"Just been shot in front of my parents. You've been shot? Yes, right. Where have you been shot at? To the end of my leg.",Emergency Report,Unknown Location,Calm,0.4
AUD-554,C554,"Yes, the guy is following us with shotgun and he's trying to run us off the road. There you are. We're standing...",Crime/Assault,Unknown Location,Distressed,0.85
AUD-555,C555,"Somebody just broke into our house. With the address, Kevin, to me. With the address, I shot him. You shot him?",Emergency Report,Unknown Location,Calm,0.4
AUD-556,C556,"I just got my daughters and my children. You just did a lot of it? Got my daughters? Yes, got them.",Emergency Report,Unknown Location,Calm,0.4
AUD-557,C557,Which two people in the house? Do they have weapons? Huh? Yes. What type of...,Emergency Report,Unknown Location,Calm,0.4
AUD-558,C558,"Hi, my name is Stephen Rodwald and I just heard a shoot my dad.",Emergency Report,Unknown Location,Calm,0.4
AUD-559,C559,The baby was fully seeing the mother I had.,Emergency Report,Unknown Location,Calm,0.4
AUD-560,C560,My name is Stacy and I'm driving towards Ontario and a car went off into me at my marker 22,Traffic Accident,Stacy,Calm,0.4
AUD-561,C561,I just can't get him sex with a window. Is anybody hurting your house? I don't know yet.,Emergency Report,Unknown Location,Calm,0.4
AUD-562,C562,Two people are breathing towards no call. Yes.,Emergency Report,Unknown Location,Calm,0.4
AUD-563,C563,"What's going on? I don't know. Somebody broke the window I know. And your house or your car? Ah, smart.",Traffic Accident,Unknown Location,Calm,0.4
AUD-564,C564,"there are two men who was going to try to kill me. They have my husband on the floor. He's bleeding. All right, what is he?",Emergency Report,Unknown Location,Calm,0.4
AUD-565,C565,"Hey, the sprawler has taken a very good death trail. Yeah, people enjoy it. So, so, so.",Emergency Report,Unknown Location,Calm,0.4
AUD-566,C566,"and there were some kids over there, just one other kid, little fire and another kid in. Oh God.",Fire/Structure Incident,Unknown Location,Distressed,0.85
AUD-567,C567,The little boy just called on fire and he jumped off the other swimming car. What's the address?,Fire/Structure Incident,Unknown Location,Distressed,0.85
AUD-568,C568,I cut my wife so sweet in the bathtub and I think she's dead. I want you with the anger.,Emergency Report,Unknown Location,Calm,0.4
AUD-569,C569,"right now. She just gone and I need him out. Is this house? Okay, what do you mean, she would be in the end?",Emergency Report,Unknown Location,Calm,0.4
AUD-570,C570,I just killed my boss. You just did what?,Emergency Report,Unknown Location,Calm,0.4
AUD-571,C571,"Yeah, I have a black guy in here. He says he's gonna wrap the store and anyone is supposed to give him He says he has a gun on him",Crime/Assault,Unknown Location,Distressed,0.85
AUD-572,C572,Hello. I need to raise up to you. Please come on in.,Emergency Report,Unknown Location,Calm,0.4
AUD-573,C573,"please. Give me the address first, ma'am. Ma'am.",Emergency Report,Unknown Location,Calm,0.4
AUD-574,C574,I have so many people are shooting and people are running out of my building at work.,Emergency Report,Unknown Location,Calm,0.4
AUD-575,C575,"Yes, ma'am, I'm having a shot. BEEP BEEP",Emergency Report,Unknown Location,Calm,0.4
AUD-576,C576,"May I ask something in future full movement, please<|hu|>",Emergency Report,Unknown Location,Calm,0.4
AUD-577,C577,I'm bringing the key to the master right now. I work at 3 Bay and a couple of the ladies that work there just ran down here.,Emergency Report,Unknown Location,Calm,0.4
AUD-578,C578,We were closing the store and the guy came in with a mask on and I think...,Emergency Report,Unknown Location,Calm,0.4
AUD-579,C579,"I'm not sorry, my neighbor came. And now she said her husband said, the baby, I'll fire. I don't know, the lady.",Fire/Structure Incident,Unknown Location,Distressed,0.85
AUD-580,C580,He will just throw in my neighbor's house. Just the address. What's the address?,Emergency Report,Unknown Location,Calm,0.4
AUD-581,C581,I think I got shot. Danny Sriper 4203 Lake Avenue with Fumbi.,Emergency Report,Lake Avenue,Calm,0.4
AUD-582,C582,[Background noise / Dispatched tone / No clear speech],Emergency Report,Unknown Location,Calm,0.2
AUD-583,C583,"Your mommy's sick. If your mommy's sick, does she need an ambulance? Mommy.",Emergency Report,Unknown Location,Calm,0.4
AUD-584,C584,I woke up this morning and my daughter was not in the house. I don't know if she walked out. I don't know.,Emergency Report,Unknown Location,Calm,0.4
AUD-585,C585,What's going on man?,Emergency Report,Unknown Location,Calm,0.4
AUD-586,C586,I just killed my daughter. You what? I just killed my daughter.,Emergency Report,Unknown Location,Calm,0.4
AUD-587,C587,"I'm a literacy expert. Man, man, man, man, man, man, calm down.",Emergency Report,Unknown Location,Calm,0.4
AUD-588,C588,I need to unambient quickly and out of fire fire in commission,Fire/Structure Incident,Unknown Location,Distressed,0.85
AUD-589,C589,The house is on fire. The house is blowing up. Can you guys can listen? We've already got a call. Is it on a line?,Fire/Structure Incident,Unknown Location,Distressed,0.85
AUD-590,C590,There's a man at my back door he's trying to get in.,Emergency Report,Unknown Location,Calm,0.4
AUD-591,C591,Более!,Emergency Report,Unknown Location,Calm,0.4
AUD-592,C592,His friends are his friends because it's one of the things I don't know.,Emergency Report,Unknown Location,Calm,0.4
AUD-593,C593,"left heading south on 9.51. Yeah, it's a fairly new model truck. Looks like a Dodger afford.",Emergency Report,Unknown Location,Calm,0.4
AUD-594,C594,"We've found an elephant walking down the street near the community center, the rate 20.",Emergency Report,Unknown Location,Calm,0.4
AUD-595,C595,"Oh, I was coming to pass out. Is there anything else? I was coming to pass out.",Emergency Report,Unknown Location,Calm,0.4
AUD-596,C596,I think I know why you could follow me home because somebody thinks it feels a big I can't drive home straight.,Emergency Report,Unknown Location,Calm,0.4
AUD-597,C597,"radio light happened in the lobby with the gun. All right. Is everybody OK? Everybody away from them? Oh, yeah.",Crime/Assault,Unknown Location,Distressed,0.85
AUD-598,C598,"Can we meet police assistance for this? Okay, what's going on?",Emergency Report,Unknown Location,Calm,0.4
AUD-599,C599,My mom and her boyfriend and her boyfriend felt marijuana.,Emergency Report,Unknown Location,Calm,0.4
AUD-600,C600,"I accidentally shot my husband. You accidentally shot your husband? Yes. OK, is he breathing?",Traffic Accident,Unknown Location,Calm,0.4
AUD-601,C601,[Background noise / Dispatched tone / No clear speech],Emergency Report,Unknown Location,Calm,0.2
AUD-602,C602,"Uh, these came up to visit all of the home fathers. Uh-huh. And I think they were lovely to see them.",Emergency Report,Unknown Location,Calm,0.4
AUD-603,C603,I'm going to cost him a gunpoint and the 3400 block to highway drive southeast.,Crime/Assault,Unknown Location,Distressed,0.85
AUD-604,C604,I need to tell a few minutes to start shooting. I don't know where I'm at. One winter is dropping. The birds are falling.,Emergency Report,Unknown Location,Calm,0.4
AUD-605,C605,We got a baby that's not responsible. We're at 3301 West Noelle Drive.,Emergency Report,Unknown Location,Calm,0.4
AUD-606,C606,I'm going to return air cream. Just went down off of Encona. And airplane.,Emergency Report,Encona,Calm,0.4
AUD-607,C607,"I'm not in any danger right now, but it's all my urgent. These people, they came through my door.",Emergency Report,Unknown Location,Calm,0.4
AUD-608,C608,I might just call it the potential robbery and my mother's been missing for... I don't know.,Crime/Assault,Unknown Location,Distressed,0.85
AUD-609,C609,"Yea, my room, my dad thinks that if someoneров realized that he did",Emergency Report,Unknown Location,Calm,0.4
AUD-610,C610,"I went off the road, I'm in a retention pond right now. You're in the retention pond? Yeah. Okay.",Emergency Report,Unknown Location,Calm,0.4
AUD-611,C611,your emergency? I've got a gentleman in quarantine with a gun. I need someone here right now. I'm the storm manager.,Crime/Assault,Unknown Location,Distressed,0.85
AUD-612,C612,I need a phyllo-prove laser for a computer officer to my house.,Emergency Report,Unknown Location,Calm,0.4
AUD-613,C613,you should be aware.,Emergency Report,Unknown Location,Calm,0.4
AUD-614,C614,She's shooting at her! Come to the fucking house! That's not the way!,Emergency Report,Unknown Location,Calm,0.4
AUD-615,C615,"I just killed my kids. What's your name, male? Julia Murray. What is it?",Emergency Report,Unknown Location,Calm,0.4
AUD-616,C616,"I'm not going to try to jump the other way, I'm going to go. And I'm trying to act like I can't hear you.",Emergency Report,Unknown Location,Calm,0.4
AUD-617,C617,the building on 334 south of 8 quarters on fire. Report of a house fire house fire.,Fire/Structure Incident,Unknown Location,Distressed,0.85
AUD-618,C618,"there's a house on fire. There's a house on fire. 30, 30, 30, 38.",Fire/Structure Incident,Unknown Location,Distressed,0.85
AUD-619,C619,"I think there's been a murder. Okay, and where is the person at? Is the victim?",Emergency Report,Unknown Location,Calm,0.4
AUD-620,C620,"I don't know, it's common, it's common. It's common. Woo.",Emergency Report,Unknown Location,Calm,0.4
AUD-621,C621,There's a fight broke out in the liquor store. There's a customer holding him back. You guys need to...,Emergency Report,Unknown Location,Calm,0.4
AUD-622,C622,"Let them dissaute me. Your husband shot you around, ma'am. Inherent stomach? In a second. Okay, worse?",Emergency Report,Unknown Location,Calm,0.4
AUD-623,C623,I've got a black man here who's supposed to come out of house. Repanded.,Emergency Report,Unknown Location,Calm,0.4
AUD-624,C624,We have a trainer in the water with one of our whales. The whale that's set up to be in the water with? Okay.,Emergency Report,Unknown Location,Calm,0.4
AUD-625,C625,"There's some car, there's some guy, there's gonna be a way more than that. Can you close?",Traffic Accident,Unknown Location,Calm,0.4
AUD-626,C626,"I think the house will fire. Okay, with me, and we are is it? One, two, two, one, eight.",Fire/Structure Incident,Unknown Location,Distressed,0.85
AUD-627,C627,"Yes, you're big. You just wanted to go back. I don't know where you are.",Emergency Report,Unknown Location,Calm,0.4
AUD-628,C628,"Yeah, I just killed somebody. You what? I just killed somebody. You killed somebody? Yeah.",Emergency Report,Unknown Location,Calm,0.4
AUD-629,C629,"In AA V45 guns display a��rumgive, as well as a",Crime/Assault,Unknown Location,Distressed,0.85
AUD-630,C630,"Orn Cavenday, there's somebody shot somebody in the store. Okay, orn Cavenday, where?",Emergency Report,Unknown Location,Calm,0.4
AUD-631,C631,the media leaders that died with a knife for me. Brown token. Don't threaten me.,Emergency Report,Unknown Location,Calm,0.4
AUD-632,C632,"Okay, is that a single family home or an apartment man?",Emergency Report,Unknown Location,Calm,0.4
AUD-633,C633,"My point goes shot. Alright, Santa, I want to come in with you. Are you over there, Lesky?",Emergency Report,Santa,Calm,0.4
AUD-634,C634,"more hesitate now do, do, do, do, do, boom hold there's you in green air There's you in green- you receive and keep your chilis be free and for what? Okay, keep the subscribe check twice",Emergency Report,Unknown Location,Calm,0.4
AUD-635,C635,I don't have money to buy a ticket. I don't have money.,Emergency Report,Unknown Location,Calm,0.4
AUD-636,C636,or there's none. This is my one one. Do you need police or medical...,Emergency Report,Unknown Location,Calm,0.4
AUD-637,C637,"Yes, they are killing so we have pardoned.",Emergency Report,Unknown Location,Calm,0.4
AUD-638,C638,"Hey, I got her, I got an audio. Seminole with the transistor. Okay, pull it. Okay, I'm in the middle.",Emergency Report,Unknown Location,Calm,0.4
AUD-639,C639,"I'm not a mom or a guy shot. What? I'm not a man, I'm not a guy shot. Bye, who?",Emergency Report,Unknown Location,Calm,0.4
AUD-640,C640,There's been an explosion on I 30 on I'm sorry 183 research. I'm gonna test you. I'm at,Emergency Report,Unknown Location,Calm,0.4
AUD-641,C641,"Okay, what kind of plane was it? How big was it, sir? It looked like a desna, like a prop plane.",Emergency Report,Unknown Location,Calm,0.4
AUD-642,C642,"No, it's worth everything I'm getting ready to kill somebody. No, it's worth where? Everton. Everton?",Emergency Report,Unknown Location,Calm,0.4
AUD-643,C643,We are Не,Emergency Report,Unknown Location,Calm,0.4
AUD-644,C644,I just saw my best friend on the X-E-Santz. Oh my god! I just shot your best friend. How did- where did-,Emergency Report,Unknown Location,Calm,0.4
AUD-645,C645,"And it's what I already saw with me. Okay, how cool. Hey, buddy. Hey, buddy.",Emergency Report,Unknown Location,Calm,0.4
AUD-646,C646,"My dad told me my duck. Her, her dad.",Emergency Report,Unknown Location,Calm,0.4
AUD-647,C647,I went out broke. I hope she was not back and I was getting her in. Should have been like-,Emergency Report,Unknown Location,Calm,0.4
AUD-648,C648,"Hey, guys, I just saw a Godfly, two shots after a...",Emergency Report,Godfly,Calm,0.4
AUD-649,C649,I can't see anything. I was struck with a bottle. And I'm a freak.,Emergency Report,Unknown Location,Calm,0.4
AUD-650,C650,"Heart, brain, unit, hatred Okay, are you?",Emergency Report,Unknown Location,Calm,0.4
AUD-651,C651,We had someone come in and asked for dial 911 that there's a woman yelling.,Emergency Report,Unknown Location,Calm,0.4
AUD-652,C652,"Okay, it's a mind. Ma'am? Yes. What's the emergency? I...",Emergency Report,Unknown Location,Calm,0.4
AUD-653,C653,There's someone at my door and he keeps on knocking on the door and he tried opening it.,Emergency Report,Unknown Location,Calm,0.4
AUD-654,C654,I just killed my children. Excuse me? I just killed my children. Where are you?,Emergency Report,Unknown Location,Calm,0.4
AUD-655,C655,I have ordered food which is totally ridiculous you can get.,Emergency Report,Unknown Location,Calm,0.4
AUD-656,C656,It sounded like gunshot behind the door. We were in the door at the title store.,Crime/Assault,Unknown Location,Distressed,0.85
AUD-657,C657,This is an emergency. My car is in the litter right off the street. Mullins car.,Traffic Accident,Unknown Location,Calm,0.4
AUD-658,C658,I make sure to report gun shot wound. Someone gun shot wound.,Crime/Assault,Unknown Location,Distressed,0.85
AUD-659,C659,"Okay, I got her a female shot 17831, someone had a new apartment and...",Emergency Report,Unknown Location,Calm,0.4
AUD-660,C660,I just came home in my girlfriend and my mother somebody worked at the moment where I had a simple ad-,Emergency Report,Unknown Location,Calm,0.4
AUD-661,C661,want to broken airs for,Emergency Report,Unknown Location,Calm,0.4
AUD-662,C662,my brother killed my brother. I heard this street name but you're going outside in somewhere a second.,Emergency Report,Unknown Location,Calm,0.4
AUD-663,C663,"There's a guy laying on the road he's leaving. OK, man, I'm going to even hit by a car. I'm going to get started. I don't know.",Traffic Accident,Unknown Location,Calm,0.4
AUD-664,C664,I can't find my son. Calm down. What is your address?,Emergency Report,Unknown Location,Calm,0.4
AUD-665,C665,I killed my boat kids. I'm sorry? I killed my boat kids. They are dying. I...,Emergency Report,Unknown Location,Calm,0.4
AUD-666,C666,Is there a report of somebody shooting? I don't know where. Do you know if anybody's heard right now? Yeah.,Emergency Report,Unknown Location,Calm,0.4
AUD-667,C667,Where's your emergency? There's a gunshot. We're at. Gunshot in 1600. 1600.,Crime/Assault,Unknown Location,Distressed,0.85
AUD-668,C668,"Who are at our house and told us to break into our house? Okay, where's your mom at? She got-",Emergency Report,Unknown Location,Calm,0.4
AUD-669,C669,Hello sir. Yeah. Did you dial 911 a little while ago?,Emergency Report,Unknown Location,Calm,0.4
AUD-670,C670,The shoot over in the main center. That's why you serve. I'm in the building.,Emergency Report,Unknown Location,Calm,0.4
AUD-671,C671,There are bees like hundreds swarming around a guy who can't get up off the ground thousand.,Emergency Report,Unknown Location,Calm,0.4
AUD-672,C672,20 feet underwater. There! We need to get out here! Out of here! 9-1!,Emergency Report,Unknown Location,Calm,0.4
AUD-673,C673,And so we get fit What is that? Vyremal What kind of animal is that?,Emergency Report,Unknown Location,Calm,0.4
AUD-674,C674,"I didn't mean it's gonna be right down. Alright, we will ask her this.",Emergency Report,Unknown Location,Calm,0.4
AUD-675,C675,One of the kids was at the first holiday on the day and I don't know if she's okay enough.,Emergency Report,Unknown Location,Calm,0.4
AUD-676,C676,"The fight, man, it's smoking out, man. You think Green Park and Dogwood?",Emergency Report,Green Park,Calm,0.4
AUD-677,C677,She's not waking up. Okay. What's her address?,Emergency Report,Unknown Location,Calm,0.4
AUD-678,C678,"Yeah, for El Maldior. What's going on? I want to keep on my vehicle.",Emergency Report,El Maldior,Calm,0.4
